#drkcfile delivery-date activation-date delivery-mjd activation-mjd useafter useafter-mjd
zcv1959ci_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-03-25 55280.001389
39i1617ji_dkc.fits 2019-09-18 2019-09-18 58744.511806 58744.60625 2010-03-25 55280.001389
39i1636mi_dkc.fits 2019-09-18 2019-09-18 58744.525 58744.60625 2010-03-26 55281.001389
zcv1959di_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-03-26 55281.001389
39i1635ei_dkc.fits 2019-09-18 2019-09-18 58744.524306 58744.60625 2010-03-27 55282.001389
zcv1959ei_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-03-27 55282.001389
39i16299i_dkc.fits 2019-09-18 2019-09-18 58744.520139 58744.60625 2010-03-28 55283.001389
zcv1959fi_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-03-28 55283.001389
zcv1959gi_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-03-31 55286.740972
39i16277i_dkc.fits 2019-09-18 2019-09-18 58744.51875 58744.60625 2010-03-31 55286.740972
39i1659si_dkc.fits 2019-09-18 2019-09-18 58744.541667 58744.60625 2010-04-02 55288.302083
zcv1959hi_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-04-02 55288.302083
39i1636di_dkc.fits 2019-09-18 2019-09-18 58744.525 58744.60625 2010-04-04 55290.10625
zcv1959ii_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-04-04 55290.10625
39i16464i_dkc.fits 2019-09-18 2019-09-18 58744.531944 58744.60625 2010-04-04 55290.436111
zcv1959ji_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-04-04 55290.436111
39i17007i_dkc.fits 2019-09-18 2019-09-18 58744.541667 58744.60625 2010-04-05 55291.7
zcv1959ki_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-04-05 55291.7
39i1702oi_dkc.fits 2019-09-18 2019-09-18 58744.543056 58744.60625 2010-04-06 55292.161111
zcv1959li_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-04-06 55292.161111
zcv1959mi_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-04-07 55293.155556
39i1633si_dkc.fits 2019-09-18 2019-09-18 58744.523611 58744.60625 2010-04-07 55293.155556
39i17017i_dkc.fits 2019-09-18 2019-09-18 58744.542361 58744.60625 2010-04-08 55294.152083
zcv1959ni_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-04-08 55294.152083
zcv1959oi_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-04-09 55295.60625
39i1651pi_dkc.fits 2019-09-18 2019-09-18 58744.535417 58744.60625 2010-04-09 55295.60625
zcv1959pi_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-04-11 55297.093056
39i16513i_dkc.fits 2019-09-18 2019-09-18 58744.535417 58744.60625 2010-04-11 55297.093056
zcv1959qi_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-04-11 55297.145833
39i1624ri_dkc.fits 2019-09-18 2019-09-18 58744.516667 58744.60625 2010-04-11 55297.145833
39i1655ci_dkc.fits 2019-09-18 2019-09-18 58744.538194 58744.60625 2010-04-12 55298.14375
39i1652ki_dkc.fits 2019-09-18 2019-09-18 58744.536111 58744.60625 2010-04-14 55300.070833
39i1616fi_dkc.fits 2019-09-18 2019-09-18 58744.511111 58744.60625 2010-04-14 55300.279167
39i1646ti_dkc.fits 2019-09-18 2019-09-18 58744.532639 58744.60625 2010-04-15 55301.438889
zcv1959ri_dkc.fits 2016-01-15 2016-02-23 57402.026389 57441.766667 2010-04-16 55302.20625
39i16199i_dkc.fits 2019-09-18 2019-09-18 58744.513194 58744.60625 2010-04-16 55302.218056
39i16388i_dkc.fits 2019-09-18 2019-09-18 58744.526389 58744.60625 2010-04-17 55303.204167
zcv1959si_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-04-17 55303.204167
zcv1959ti_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-04-18 55304.334722
39i1703ci_dkc.fits 2019-09-18 2019-09-18 58744.54375 58744.60625 2010-04-18 55304.334722
zcv20000i_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-04-19 55305.35
39i1617ni_dkc.fits 2019-09-18 2019-09-18 58744.511806 58744.60625 2010-04-19 55305.35
zcv20001i_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-04-20 55306.199306
39i16314i_dkc.fits 2019-09-18 2019-09-18 58744.521528 58744.60625 2010-04-20 55306.199306
zcv20002i_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-04-21 55307.405556
39i1627ji_dkc.fits 2019-09-18 2019-09-18 58744.51875 58744.60625 2010-04-21 55307.405556
39i1644ki_dkc.fits 2019-09-18 2019-09-18 58744.530556 58744.60625 2010-04-22 55308.125694
zcv2002hi_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-04-22 55308.125694
39i1620li_dkc.fits 2019-09-18 2019-09-18 58744.513889 58744.60625 2010-04-23 55309.222222
zcv2002ii_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-04-23 55309.222222
zcv1957ji_dkc.fits 2016-01-21 2016-02-23 57408.621528 57441.766667 2010-04-24 55310.124306
39i1654fi_dkc.fits 2019-09-18 2019-09-18 58744.5375 58744.60625 2010-04-25 55311.059028
39i16533i_dkc.fits 2019-09-18 2019-09-18 58744.536806 58744.60625 2010-04-25 55311.334028
zcv2002ji_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-04-25 55311.334028
zcv2002ki_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-04-26 55312.300694
39i1653ki_dkc.fits 2019-09-18 2019-09-18 58744.536806 58744.60625 2010-04-26 55312.300694
39i16378i_dkc.fits 2019-09-18 2019-09-18 58744.525694 58744.60625 2010-04-30 55316.64375
zcv2002li_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-04-30 55316.64375
zcv2002mi_dkc.fits 2016-01-15 2016-02-23 57402.484028 57441.766667 2010-05-02 55318.119444
39i16319i_dkc.fits 2019-09-18 2019-09-18 58744.521528 58744.60625 2010-05-02 55318.15
39i1702fi_dkc.fits 2019-09-18 2019-09-18 58744.543056 58744.60625 2010-05-03 55319.439583
zcv2002ni_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-05-03 55319.439583
39i16191i_dkc.fits 2019-09-18 2019-09-18 58744.513194 58744.60625 2010-05-04 55320.059028
zcv2002oi_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-05-04 55320.059028
39i1619hi_dkc.fits 2019-09-18 2019-09-18 58744.513194 58744.60625 2010-05-05 55321.145139
zcv2002pi_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-05-05 55321.145139
zcv2002qi_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-05-06 55322.048611
39i1617ai_dkc.fits 2019-09-18 2019-09-18 58744.511806 58744.60625 2010-05-06 55322.048611
zcv2002ri_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-05-07 55323.013194
39i1627ri_dkc.fits 2019-09-18 2019-09-18 58744.51875 58744.60625 2010-05-07 55323.013194
zcv2002si_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-05-08 55324.184028
39i16493i_dkc.fits 2019-09-18 2019-09-18 58744.534028 58744.60625 2010-05-08 55324.184028
zcv2002ti_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-05-09 55325.291667
39i1703pi_dkc.fits 2019-09-18 2019-09-18 58744.54375 58744.60625 2010-05-09 55325.291667
zcv20030i_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-05-10 55326.022222
39i16255i_dkc.fits 2019-09-18 2019-09-18 58744.517361 58744.60625 2010-05-10 55326.022222
zcv20031i_dkc.fits 2016-01-15 2016-02-23 57402.484722 57441.766667 2010-05-11 55327.324306
39i16185i_dkc.fits 2019-09-18 2019-09-18 58744.5125 58744.60625 2010-05-11 55327.770833
39i1651ci_dkc.fits 2019-09-18 2019-09-18 58744.535417 58744.60625 2010-05-12 55328.017361
zcv20032i_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-05-12 55328.017361
zcv20033i_dkc.fits 2016-01-15 2016-02-23 57402.484722 57441.766667 2010-05-13 55329.049306
39i1627fi_dkc.fits 2019-09-18 2019-09-18 58744.51875 58744.60625 2010-05-13 55329.061111
39i1639hi_dkc.fits 2019-09-18 2019-09-18 58744.527083 58744.60625 2010-05-14 55330.175
zcv20034i_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-05-14 55330.175
39i16588i_dkc.fits 2019-09-18 2019-09-18 58744.540278 58744.60625 2010-05-15 55331.013194
zcv20035i_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-05-15 55331.013194
zcv20036i_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-05-16 55332.020139
39i1654si_dkc.fits 2019-09-18 2019-09-18 58744.538194 58744.60625 2010-05-16 55332.020139
zcv20037i_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-05-17 55333.022222
39i1619qi_dkc.fits 2019-09-18 2019-09-18 58744.513194 58744.60625 2010-05-17 55333.022222
zcv20038i_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-05-18 55334.029861
39i1631di_dkc.fits 2019-09-18 2019-09-18 58744.521528 58744.60625 2010-05-18 55334.029861
zcv20039i_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-05-19 55335.027778
39i16259i_dkc.fits 2019-09-18 2019-09-18 58744.517361 58744.60625 2010-05-19 55335.027778
39i1639ci_dkc.fits 2019-09-18 2019-09-18 58744.527083 58744.60625 2010-05-20 55336.311111
zcv2003ai_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-05-20 55336.311111
39i1631hi_dkc.fits 2019-09-18 2019-09-18 58744.521528 58744.60625 2010-05-21 55337.043056
zcv2003bi_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-05-21 55337.043056
zcv20058i_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-05-22 55338.05625
39i1646li_dkc.fits 2019-09-18 2019-09-18 58744.531944 58744.60625 2010-05-22 55338.05625
39i1629hi_dkc.fits 2019-09-18 2019-09-18 58744.520139 58744.60625 2010-05-23 55339.0375
zcv20059i_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-05-23 55339.0375
39i16246i_dkc.fits 2019-09-18 2019-09-18 58744.516667 58744.60625 2010-05-26 55342.952083
zcv2005ai_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-05-26 55342.952083
39i1616ji_dkc.fits 2019-09-18 2019-09-18 58744.511111 58744.60625 2010-05-28 55344.586111
zcv2005bi_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-05-28 55344.586111
39i1630qi_dkc.fits 2019-09-18 2019-09-18 58744.520833 58744.60625 2010-05-30 55346.015972
zcv2005ci_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-05-30 55346.015972
39i1636qi_dkc.fits 2019-09-18 2019-09-18 58744.525 58744.60625 2010-05-30 55346.361111
zcv2005di_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-05-30 55346.361111
zcv1957ki_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-05-31 55347.501389
39i17033i_dkc.fits 2019-09-18 2019-09-18 58744.54375 58744.60625 2010-05-31 55347.501389
zcv1957li_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-06-02 55349.028472
39i1634oi_dkc.fits 2019-09-18 2019-09-18 58744.523611 58744.60625 2010-06-02 55349.028472
zcv1957mi_dkc.fits 2016-01-21 2016-02-23 57408.622222 57441.766667 2010-06-03 55350.284028
39i1637ci_dkc.fits 2019-09-18 2019-09-18 58744.525694 58744.60625 2010-06-03 55350.315278
zcv19263i_dkc.fits 2016-01-08 2016-02-23 57395.570833 57441.766667 2010-06-04 55351.009028
39i16424i_dkc.fits 2019-09-18 2019-09-18 58744.529167 58744.60625 2010-06-04 55351.028472
zcv19264i_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-06-05 55352.003472
39i1649gi_dkc.fits 2019-09-18 2019-09-18 58744.534028 58744.60625 2010-06-05 55352.003472
39i1648ci_dkc.fits 2019-09-18 2019-09-18 58744.533333 58744.60625 2010-06-06 55353.001389
zcv19265i_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-06-06 55353.001389
zcv19266i_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-06-07 55354.022222
39i1648hi_dkc.fits 2019-09-18 2019-09-18 58744.533333 58744.60625 2010-06-07 55354.022222
zcv19267i_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-06-07 55354.393056
39i1621pi_dkc.fits 2019-09-18 2019-09-18 58744.514583 58744.60625 2010-06-07 55354.393056
39i1642hi_dkc.fits 2019-09-18 2019-09-18 58744.529167 58744.60625 2010-06-09 55356.002778
zcv19268i_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-06-09 55356.002778
39i16223i_dkc.fits 2019-09-18 2019-09-18 58744.515278 58744.60625 2010-06-10 55357.029861
zcv19269i_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-06-10 55357.029861
zcv1926ai_dkc.fits 2016-01-08 2016-02-23 57395.570833 57441.766667 2010-06-11 55358.071528
39i16204i_dkc.fits 2019-09-18 2019-09-18 58744.513889 58744.60625 2010-06-11 55358.206944
zcv1926bi_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-06-12 55359.066667
39i1632ti_dkc.fits 2019-09-18 2019-09-18 58744.522917 58744.60625 2010-06-12 55359.066667
zcv1926ci_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-06-12 55359.472917
39i1622gi_dkc.fits 2019-09-18 2019-09-18 58744.515278 58744.60625 2010-06-12 55359.472917
39i16448i_dkc.fits 2019-09-18 2019-09-18 58744.530556 58744.60625 2010-06-14 55361.270833
zcv1926ei_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-06-14 55361.270833
zcv1926di_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-06-14 55361.403472
39i16488i_dkc.fits 2019-09-18 2019-09-18 58744.533333 58744.60625 2010-06-14 55361.403472
zcv1954di_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-06-16 55363.060417
39i16580i_dkc.fits 2019-09-18 2019-09-18 58744.540278 58744.60625 2010-06-16 55363.060417
zcv1954ei_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-06-17 55364.001389
39i16468i_dkc.fits 2019-09-18 2019-09-18 58744.531944 58744.60625 2010-06-17 55364.001389
zcv1954fi_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-06-18 55365.557639
39i16563i_dkc.fits 2019-09-18 2019-09-18 58744.538889 58744.60625 2010-06-18 55365.557639
zcv1954gi_dkc.fits 2016-01-14 2016-02-23 57401.675 57441.766667 2010-06-21 55368.981944
39i1622ki_dkc.fits 2019-09-18 2019-09-18 58744.515278 58744.60625 2010-06-22 55369.981944
zcv1926fi_dkc.fits 2016-01-08 2016-02-23 57395.571528 57441.766667 2010-06-23 55370.358333
39i1645pi_dkc.fits 2019-09-18 2019-09-18 58744.53125 58744.60625 2010-06-24 55371.547917
zcv1926gi_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-06-24 55371.547917
zcv1926hi_dkc.fits 2016-01-08 2016-02-23 57395.571528 57441.766667 2010-06-25 55372.259028
zcv1926ii_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-06-26 55373.077778
39i1641pi_dkc.fits 2019-09-18 2019-09-18 58744.528472 58744.60625 2010-06-26 55373.077778
39i1656ci_dkc.fits 2019-09-18 2019-09-18 58744.538889 58744.60625 2010-06-27 55374.088889
zcv1926ji_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-06-27 55374.088889
39i1632ki_dkc.fits 2019-09-18 2019-09-18 58744.522222 58744.60625 2010-06-28 55375.816667
zcv1926ki_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-06-28 55375.816667
zcv1926li_dkc.fits 2016-01-08 2016-02-23 57395.572222 57441.766667 2010-06-29 55376.047222
zcv1926mi_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-06-30 55377.042361
39i16273i_dkc.fits 2019-09-18 2019-09-18 58744.51875 58744.60625 2010-06-30 55377.042361
39i1701oi_dkc.fits 2019-09-18 2019-09-18 58744.542361 58744.60625 2010-07-01 55378.001389
zcv1926ni_dkc.fits 2016-01-08 2016-02-23 57395.572222 57441.766667 2010-07-01 55378.036806
39i1648li_dkc.fits 2019-09-18 2019-09-18 58744.533333 58744.60625 2010-07-02 55379.195139
zcv1926oi_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-07-02 55379.195139
39i1642mi_dkc.fits 2019-09-18 2019-09-18 58744.529167 58744.60625 2010-07-02 55379.401389
zcv1926pi_dkc.fits 2016-01-08 2016-02-23 57395.572222 57441.766667 2010-07-03 55380.134028
39i1646pi_dkc.fits 2019-09-18 2019-09-18 58744.531944 58744.60625 2010-07-04 55381.001389
zcv1926qi_dkc.fits 2016-01-08 2016-02-23 57395.572222 57441.766667 2010-07-04 55381.020139
39i1657gi_dkc.fits 2019-09-18 2019-09-18 58744.539583 58744.60625 2010-07-04 55381.393056
zcv1926ri_dkc.fits 2016-01-08 2016-02-23 57395.572917 57441.766667 2010-07-05 55382.18125
39i1623ei_dkc.fits 2019-09-18 2019-09-18 58744.515972 58744.60625 2010-07-05 55382.465972
zcv1929di_dkc.fits 2016-01-11 2016-02-23 57398.597222 57441.766667 2010-07-06 55383.048611
zcv1929ei_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-07-07 55384.640278
39i1649ci_dkc.fits 2019-09-18 2019-09-18 58744.534028 58744.60625 2010-07-07 55384.640278
zcv1929fi_dkc.fits 2016-01-11 2016-02-23 57398.597917 57441.766667 2010-07-08 55385.013194
zcv1929gi_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-07-09 55386.006944
39i1645ti_dkc.fits 2019-09-18 2019-09-18 58744.531944 58744.60625 2010-07-09 55386.006944
39i1655ti_dkc.fits 2019-09-18 2019-09-18 58744.538889 58744.60625 2010-07-09 55386.704861
zcv1929hi_dkc.fits 2016-01-11 2016-02-23 57398.597917 57441.766667 2010-07-10 55387.033333
39i16418i_dkc.fits 2019-09-18 2019-09-18 58744.528472 58744.60625 2010-07-10 55387.536111
zcv1929ii_dkc.fits 2016-01-11 2016-02-23 57398.597917 57441.766667 2010-07-11 55388.025694
zcv1929ji_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-07-12 55389.456944
39i1649pi_dkc.fits 2019-09-18 2019-09-18 58744.534028 58744.60625 2010-07-12 55389.456944
zcv1929ki_dkc.fits 2016-01-11 2016-02-23 57398.597917 57441.766667 2010-07-13 55390.313194
39i1659oi_dkc.fits 2019-09-18 2019-09-18 58744.540972 58744.60625 2010-07-13 55390.375
zcv1929li_dkc.fits 2016-01-11 2016-02-23 57398.597917 57441.766667 2010-07-14 55391.165972
39i1637hi_dkc.fits 2019-09-18 2019-09-18 58744.525694 58744.60625 2010-07-14 55391.508333
zcv1929mi_dkc.fits 2016-01-11 2016-02-23 57398.597917 57441.766667 2010-07-15 55392.093056
39i17013i_dkc.fits 2019-09-18 2019-09-18 58744.542361 58744.60625 2010-07-16 55393.369444
zcv1929ni_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-07-16 55393.369444
zcv1929oi_dkc.fits 2016-01-11 2016-02-23 57398.598611 57441.766667 2010-07-17 55394.019444
39i1619di_dkc.fits 2019-09-18 2019-09-18 58744.513194 58744.60625 2010-07-18 55395.364583
39i1626gi_dkc.fits 2019-09-18 2019-09-18 58744.518056 58744.60625 2010-07-21 55398.277083
zcv1929pi_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-07-21 55398.277083
zcv1929qi_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-07-23 55400.45625
39i16285i_dkc.fits 2019-09-18 2019-09-18 58744.519444 58744.60625 2010-07-23 55400.45625
39i1656gi_dkc.fits 2019-09-18 2019-09-18 58744.538889 58744.60625 2010-07-24 55401.335417
zcv1929ri_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-07-24 55401.335417
zcv1929si_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-07-25 55402.473611
39i1638pi_dkc.fits 2019-09-18 2019-09-18 58744.526389 58744.60625 2010-07-25 55402.473611
zcv1929ti_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-07-26 55403.638889
39i16458i_dkc.fits 2019-09-18 2019-09-18 58744.53125 58744.60625 2010-07-26 55403.638889
zcv19300i_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-07-26 55403.651389
39i1623ni_dkc.fits 2019-09-18 2019-09-18 58744.515972 58744.60625 2010-07-26 55403.651389
39i1640pi_dkc.fits 2019-09-18 2019-09-18 58744.527778 58744.60625 2010-07-28 55405.334722
zcv19301i_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-07-28 55405.334722
zcv19302i_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-07-29 55406.001389
39i16320i_dkc.fits 2019-09-18 2019-09-18 58744.522222 58744.60625 2010-07-29 55406.001389
zcv19303i_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-07-30 55407.239583
39i1632pi_dkc.fits 2019-09-18 2019-09-18 58744.522222 58744.60625 2010-07-30 55407.239583
zcv19304i_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-07-31 55408.063889
39i17027i_dkc.fits 2019-09-18 2019-09-18 58744.543056 58744.60625 2010-07-31 55408.063889
zcv19305i_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-08-01 55409.130556
39i1652ti_dkc.fits 2019-09-18 2019-09-18 58744.536806 58744.60625 2010-08-01 55409.130556
zcv19306i_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-08-02 55410.027778
39i1620hi_dkc.fits 2019-09-18 2019-09-18 58744.513889 58744.60625 2010-08-02 55410.027778
39i1637ti_dkc.fits 2019-09-18 2019-09-18 58744.526389 58744.60625 2010-08-03 55411.082639
zcv20003i_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-08-03 55411.082639
39i16484i_dkc.fits 2019-09-18 2019-09-18 58744.533333 58744.60625 2010-08-04 55412.249306
zcv20004i_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-08-04 55412.249306
zcv20006i_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-08-05 55413.46875
39i1633oi_dkc.fits 2019-09-18 2019-09-18 58744.522917 58744.60625 2010-08-05 55413.46875
zcv20005i_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-08-05 55413.721528
39i1635ii_dkc.fits 2019-09-18 2019-09-18 58744.524306 58744.60625 2010-08-05 55413.721528
zcv20007i_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-08-08 55416.122222
39i1633gi_dkc.fits 2019-09-18 2019-09-18 58744.522917 58744.60625 2010-08-08 55416.122222
zcv20008i_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-08-09 55417.102778
39i16236i_dkc.fits 2019-09-18 2019-09-18 58744.515972 58744.60625 2010-08-09 55417.102778
zcv20009i_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-08-10 55418.595833
39i16242i_dkc.fits 2019-09-18 2019-09-18 58744.516667 58744.60625 2010-08-10 55418.595833
39i1659ki_dkc.fits 2019-09-18 2019-09-18 58744.540972 58744.60625 2010-08-10 55418.932639
zcv2000ai_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-08-10 55418.932639
39i16497i_dkc.fits 2019-09-18 2019-09-18 58744.534028 58744.60625 2010-08-12 55420.189583
zcv2000bi_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-08-12 55420.189583
zcv2000ci_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-08-13 55421.253472
39i1650ti_dkc.fits 2019-09-18 2019-09-18 58744.535417 58744.60625 2010-08-13 55421.253472
zcv2000di_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-08-14 55422.167361
39i1643di_dkc.fits 2019-09-18 2019-09-18 58744.529861 58744.60625 2010-08-14 55422.167361
zcv2000ei_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-08-14 55422.690972
39i1618ei_dkc.fits 2019-09-18 2019-09-18 58744.5125 58744.60625 2010-08-14 55422.690972
39i1634si_dkc.fits 2019-09-18 2019-09-18 58744.524306 58744.60625 2010-08-15 55423.947222
zcv2000fi_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-08-15 55423.947222
zcv2000gi_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-08-17 55425.218056
39i1656ti_dkc.fits 2019-09-18 2019-09-18 58744.539583 58744.60625 2010-08-17 55425.218056
39i1621ki_dkc.fits 2019-09-18 2019-09-18 58744.514583 58744.60625 2010-08-20 55428.338889
zcv2000hi_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-08-20 55428.338889
39i1641li_dkc.fits 2019-09-18 2019-09-18 58744.528472 58744.60625 2010-08-22 55430.001389
zcv2000ii_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-08-22 55430.001389
39i1656ki_dkc.fits 2019-09-18 2019-09-18 58744.538889 58744.60625 2010-08-23 55431.73125
zcv2000ji_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-08-23 55431.73125
zcv2000ki_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-08-25 55433.220833
39i1643pi_dkc.fits 2019-09-18 2019-09-18 58744.529861 58744.60625 2010-08-25 55433.220833
39i1650ci_dkc.fits 2019-09-18 2019-09-18 58744.534722 58744.60625 2010-08-26 55434.028472
zcv2000li_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-08-26 55434.028472
zcv2000mi_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-08-27 55435.116667
39i1635ri_dkc.fits 2019-09-18 2019-09-18 58744.524306 58744.60625 2010-08-27 55435.116667
39i1644gi_dkc.fits 2019-09-18 2019-09-18 58744.530556 58744.60625 2010-08-28 55436.315972
zcv2000ni_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-08-28 55436.315972
39i1623si_dkc.fits 2019-09-18 2019-09-18 58744.516667 58744.60625 2010-08-29 55437.545139
zcv2000oi_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-08-29 55437.545139
39i17037i_dkc.fits 2019-09-18 2019-09-18 58744.54375 58744.60625 2010-08-30 55438.033333
zcv2000pi_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-08-30 55438.033333
39i1654bi_dkc.fits 2019-09-18 2019-09-18 58744.5375 58744.60625 2010-08-31 55439.135417
zcv2000qi_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-08-31 55439.135417
zcv2000ri_dkc.fits 0000-00-00 0000-00-00 NA NA 2010-09-01 55440.110417
39i1657pi_dkc.fits 2019-09-18 2019-09-18 58744.539583 58744.60625 2010-09-01 55440.110417
